column,dtype,missing_count,missing_rate,unique_count,sample_1,sample_2,sample_3
wide_odds_8_9,float64,1627,3.58,1755,11.57,11.57,11.57
wide_odds_8_10,float64,3068,6.75,1719,4.14,4.14,4.14
wide_odds_8_11,float64,5147,11.33,1727,14.18,14.18,14.18
wide_odds_8_12,float64,7532,16.58,1596,5.45,5.45,5.45
wide_odds_8_13,float64,10784,23.73,1591,3.59,3.59,3.59
wide_odds_8_14,float64,13723,30.2,1451,28.86,28.86,28.86
wide_odds_8_15,float64,18399,40.49,1307,10.32,10.32,10.32
wide_odds_8_16,float64,23720,52.2,1093,11.98,11.98,11.98
wide_odds_8_17,float64,40170,88.41,284,1.01,1.01,1.01
wide_odds_8_18,float64,41392,91.1,216,2.32,2.32,2.32
wide_odds_9_10,float64,3114,6.85,1737,2.12,2.12,2.12
wide_odds_9_11,float64,5184,11.41,1772,8.98,8.98,8.98
wide_odds_9_12,float64,7569,16.66,1618,3.02,3.02,3.02
wide_odds_9_13,float64,10832,23.84,1570,2.15,2.15,2.15
wide_odds_9_14,float64,13771,30.31,1446,19.47,19.47,19.47
wide_odds_9_15,float64,18447,40.6,1317,4.79,4.79,4.79
wide_odds_9_16,float64,23782,52.34,1078,5.62,5.62,5.62
wide_odds_9_17,float64,40187,88.45,289,21.64,21.64,21.64
wide_odds_9_18,float64,41409,91.13,219,33.3,33.3,33.3
wide_odds_10_11,float64,5245,11.54,1719,2.71,2.71,2.71
wide_odds_10_12,float64,7616,16.76,1613,0.66,0.66,0.66
wide_odds_10_13,float64,10857,23.89,1570,0.48,0.48,0.48
wide_odds_10_14,float64,13810,30.39,1444,4.3,4.3,4.3
wide_odds_10_15,float64,18473,40.66,1279,0.86,0.86,0.86
wide_odds_10_16,float64,23780,52.34,1095,1.44,1.44,1.44
wide_odds_10_17,float64,40203,88.48,284,43.12,43.12,43.12
wide_odds_10_18,float64,41409,91.13,221,77.51,77.51,77.51
wide_odds_11_12,float64,7641,16.82,1572,2.43,2.43,2.43
wide_odds_11_13,float64,10905,24.0,1572,1.42,1.42,1.42
wide_odds_11_14,float64,13808,30.39,1443,12.98,12.98,12.98
wide_odds_11_15,float64,18472,40.65,1307,4.72,4.72,4.72
wide_odds_11_16,float64,23765,52.3,1104,5.24,5.24,5.24
wide_odds_11_17,float64,40170,88.41,287,4.14,4.14,4.14
wide_odds_11_18,float64,41392,91.1,220,9.56,9.56,9.56
wide_odds_12_13,float64,10842,23.86,1531,0.4,0.4,0.4
wide_odds_12_14,float64,13781,30.33,1400,4.67,4.67,4.67
wide_odds_12_15,float64,18445,40.59,1257,1.09,1.09,1.09
wide_odds_12_16,float64,23780,52.34,1065,1.49,1.49,1.49
wide_odds_12_17,float64,40187,88.45,282,30.22,30.22,30.22
wide_odds_12_18,float64,41409,91.13,219,39.69,39.69,39.69
wide_odds_13_14,float64,13799,30.37,1429,3.07,3.07,3.07
wide_odds_13_15,float64,18462,40.63,1320,0.74,0.74,0.74
wide_odds_13_16,float64,23783,52.34,1096,0.91,0.91,0.91
wide_odds_13_17,float64,40204,88.48,280,8.5,8.5,8.5
wide_odds_13_18,float64,41426,91.17,220,20.33,20.33,20.33
wide_odds_14_15,float64,18414,40.53,1263,6.93,6.93,6.93
wide_odds_14_16,float64,23735,52.24,1059,10.31,10.31,10.31
wide_odds_14_17,float64,40170,88.41,285,100.92,100.92,100.92
wide_odds_14_18,float64,41392,91.1,224,163.83,163.83,163.83
wide_odds_15_16,float64,23737,52.24,1082,1.71,1.71,1.71
wide_odds_15_17,float64,40187,88.45,289,1.71,1.71,1.71
wide_odds_15_18,float64,41409,91.13,220,1.48,1.48,1.48
wide_odds_16_17,float64,40255,88.6,280,22.58,22.58,22.58
wide_odds_16_18,float64,41477,91.28,218,20.81,20.81,20.81
wide_odds_17_18,float64,41392,91.1,222,5.6,5.6,5.6
sire_id,object,0,0.0,456,1120002427,1140006042,1120002459
bms_id,object,0,0.0,888,1120002221,1140006233,1120001901
bms_wr,float64,0,0.0,3546,0.07257546563904946,0.08984375,0.04426106526631658
sire_distance_wr,float64,0,0.0,11585,0.07220216606498195,0.1348314606741573,0.07180851063829788
sire_wr,float64,0,0.0,9744,0.06605504587155964,0.12625250501002003,0.07006369426751592
sire_surface_wr,float64,0,0.0,11489,0.07251264755480608,0.12034383954154727,0.05868544600938967
bms_surface_starts_log,float64,0,0.0,3374,8.204124932574041,5.247024072160486,7.0431599159883405
bms_surface_wr,float64,0,0.0,4192,0.07692307692307693,0.11,0.04242424242424243
sire_prize_avg,float64,0,0.0,13820,9.216197052780226,10.26212078269818,9.422955724211548
bms_starts_log,float64,0,0.0,3111,8.446985296372741,5.5053315359323625,7.884576510596324
bms_distance_starts_log,float64,0,0.0,3143,7.632885505395133,4.418840607796598,7.118826249062078
bms_has_history,float64,0,0.0,2,1.0,1.0,1.0
bms_distance_wr,float64,0,0.0,4169,0.07180722891566266,0.08602150537634409,0.036947791164658635
pace_aptitude,float64,31543,69.42,10662,-0.19738198309626886,0.15342738070010808,0.21836774336774345
front_pace_wr,float64,9555,21.03,199,0.07692307692307693,0.09090909090909091,0.16666666666666666
closing_pace_wr,float64,9555,21.03,94,0.1111111111111111,0.07692307692307693,0.07692307692307693
pace_corner_stability,float64,9555,21.03,32367,0.19636915439854277,0.27368665989965335,0.2580051794732943
pace_closing_power,float64,9555,21.03,10812,-353.8125,-352.3333333333333,-362.9375
pace_position_consistency,float64,9555,21.03,32276,0.30174442329837287,0.25594798061744145,0.2815059673932193
course_wr,float64,4963,10.92,70,0.08333333333333333,0.09090909090909091,0.09090909090909091
course_distance_wr,float64,4963,10.92,64,0.08333333333333333,0.09090909090909091,0.09090909090909091
dam_wr,float64,45437,100.0,1,,,
dam_surface_wr,float64,45437,100.0,1,,,
dam_prize_log,float64,45437,100.0,1,,,
breeder_strength,float64,45437,100.0,1,,,
course_record_time,float64,45437,100.0,1,,,
dm_time_rank,float64,45437,100.0,1,,,
dm_time_zscore,float64,45437,100.0,1,,,
dm_confidence_range,float64,45437,100.0,1,,,
dm_time_margin_to_fav,float64,45437,100.0,1,,,
norm_finish_logit_avg,float64,4995,10.99,26627,0.9162907318741551,-2.3978952727983702,0.6931471805599457
harontimel5_avg,float64,4995,10.99,34061,360.0,369.0,388.0
harontimel5_zscore,float64,4995,10.99,39335,0.18392469153873664,0.28853334499841876,0.3208852188738327
harontime_late_trend,float64,19932,43.87,2088,-8.5,-7.333333333333314,2.1666666666666856
timediff_avg,float64,4995,10.99,639,4.0,19.0,15.0
jyuni1c_avg,float64,4995,10.99,154,0.0,0.0,0.0
jyuni4c_avg,float64,4995,10.99,165,4.0,2.0,2.0
closing_index_avg,float64,4995,10.99,27020,0.14285714285714285,-0.8333333333333333,-0.2222222222222222
kyakusitukubun_cd,float64,4995,10.99,6,2.0,2.0,2.0
jockey_surprise,float64,1349,2.97,784,-0.009219315285306666,0.00407545181816988,0.02619434300309991
jockey_cond_wr,float64,913,2.01,1463,0.036205402554345775,0.05853230965807979,0.044924540004134796
weight_absolute,float64,0,0.0,123,460.0,480.0,388.0
weight_zscore,float64,9627,21.19,23474,0.6602252917735247,1.5320646925708563,3.3075828740863784
days_since_last_race,float64,4995,10.99,407,14.0,41.0,28.0
rest_category,float64,4995,10.99,6,2.0,3.0,2.0
is_debut,float64,0,0.0,2,1.0,0.0,0.0
form_trend,float64,9622,21.18,27907,0.04833333333333337,0.008461538461538454,-0.21047619047619048
form_consistency,float64,9622,21.18,30134,0.2712931993250107,0.25301951796286093,0.35251270449763905
form_peak_flag,float64,13636,30.01,3,1.0,1.0,0.0
class_move,float64,4998,11.0,25,0.0,0.0,0.0
blinker_change,float64,0,0.0,3,0.0,0.0,0.0
is_nar_transfer,float64,37,0.08,3,0.0,0.0,0.0
nar_recent_ratio,float64,8,0.02,12,0.0,0.0,0.0
track_condition_delta,float64,4995,10.99,9,0.0,1.0,1.0
distance_change,float64,4995,10.99,3,0.0,0.0,0.0
surface_change,float64,4995,10.99,3,0.0,1.0,0.0
class_drop_bounce,float64,4998,11.0,965,0.0,0.0,0.0
win_dominance,float64,32074,70.59,57,14.0,11.5,12.5
freshness_score,float64,13636,30.01,16492,0.22944444444444448,0.42678062678062667,0.21273504273504268
class_adj_formetric,float64,4997,11.0,27397,0.2857142857142857,0.9166666666666666,0.3333333333333333
haron_zscore_trend,float64,13636,30.01,31567,-0.06522690871874626,-0.06069990839384999,0.07357427082489047
class_promotions,float64,9626,21.19,6,0.0,0.0,0.0
class_demotions,float64,9626,21.19,5,0.0,0.0,0.0
class_net_change,float64,9626,21.19,25,0.0,0.0,0.0
class_max_level,float64,9626,21.19,9,5.0,5.0,5.0
class_level_std,float64,9626,21.19,275,0.0,0.0,0.0
v_recovery_flag,float64,9626,21.19,3,0.0,0.0,0.0
v_recovery_duration,float64,40852,89.91,4,1.0,3.0,3.0
time_improvement_rate,float64,9622,21.18,30381,0.2533160992166783,0.1843814997441027,-0.11753839298740268
position_improvement_rate,float64,9622,21.18,31475,0.1297167497899186,0.07099853880421178,-0.2949031214679215
dist_change_avg_pos,float64,39399,86.71,2351,0.2857142857142857,0.44886363636363635,0.2111111111111111
dist_change_win_rate,float64,39399,86.71,8,0.0,0.0,0.3333333333333333
dist_change_exp_count,float64,39399,86.71,5,1.0,2.0,3.0
surf_change_avg_pos,float64,43327,95.36,1196,0.875,0.0,0.6378205128205128
surf_change_win_rate,float64,43327,95.36,8,0.0,1.0,0.0
surf_change_exp_count,float64,43327,95.36,5,1.0,3.0,4.0
cond_change_avg_pos,float64,35987,79.2,3651,0.35181938159879333,0.3827651515151515,0.30000000000000004
cond_change_win_rate,float64,35987,79.2,8,0.0,0.0,0.0
cond_change_exp_count,float64,35987,79.2,5,4.0,4.0,2.0
weighted_recent_form_finish,float64,4995,10.99,33812,0.9162907318741551,-2.3978952727983702,0.6931471805599457
weighted_recent_form_time,float64,4995,10.99,33204,4.0,19.0,15.0
closing_speed_ratio_avg,float64,5223,11.5,37242,0.7725321888412017,0.7801268498942917,0.790224032586558
closing_speed_ratio_zscore,float64,5223,11.5,39235,-0.085235430112648,0.12318359718614091,0.13417398252542645
closing_speed_ratio_trend,float64,10156,22.35,34982,-0.019238715008779998,-0.000752247512506683,-0.007838640885851105
harontime_last3f_avg,float64,4995,10.99,34061,360.0,369.0,388.0
harontime_last3f_zscore,float64,4995,10.99,39335,0.18392469153873664,0.28853334499841876,0.3208852188738327
harontime_last3f_trend,float64,9622,21.18,11633,-8.500000000000028,1.5000000000000244,-9.50000000000002
pace_ratio_avg,float64,4884,10.75,36414,1.105726872246696,1.0701754385964912,0.969359331476323
pace_ratio_zscore,float64,13564,29.85,31862,-0.6380703083726004,0.2995243607708751,-0.14807519054762625
pace_ratio_trend,float64,9460,20.82,35133,0.07528352566653398,-0.004073319755600867,0.08489767271824293
pace_early_avg,float64,4884,10.75,14672,113.5,114.0,119.66666666666667
pace_mid_avg,float64,4884,10.75,13003,117.5,118.5,120.5
pace_late_avg,float64,4884,10.75,12200,125.5,122.0,116.0
haron_race_gap_avg,float64,5223,11.5,34890,10.5,14.25,19.75
haron_race_gap_zscore,float64,5223,11.5,39207,-0.09536691422002296,0.1295653729124262,0.1339104815249482
haron_race_gap_trend,float64,10156,22.35,6220,-8.875,-0.37499999999999667,-3.8750000000000027
pace_adj_finish_avg,float64,5252,11.56,38977,0.3057644110275689,0.8885793871866294,0.34156378600823045
norm_finish_logit_avg_race_rank,float64,4995,10.99,178,0.8333333333333334,0.16666666666666666,0.6666666666666666
harontimel5_avg_race_rank,float64,4995,10.99,172,0.25,0.6666666666666666,1.0
harontimel5_zscore_race_rank,float64,4995,10.99,117,0.4166666666666667,0.8333333333333334,1.0
timediff_avg_race_rank,float64,4995,10.99,196,0.16666666666666666,1.0,0.8333333333333334
jyuni1c_avg_race_rank,float64,4995,10.99,196,0.5833333333333334,0.5833333333333334,0.5833333333333334
jyuni4c_avg_race_rank,float64,4995,10.99,196,0.75,0.25,0.25
closing_index_avg_race_rank,float64,4995,10.99,178,1.0,0.16666666666666666,0.5
form_trend_race_rank,float64,9622,21.18,126,0.8571428571428571,0.7142857142857143,0.14285714285714285
blood_total_wr_race_rank,float64,4877,10.73,196,0.6428571428571429,0.6428571428571429,0.6428571428571429
blood_surface_wr_race_rank,float64,14670,32.29,196,0.8333333333333334,0.8333333333333334,0.3333333333333333
closing_speed_ratio_avg_race_rank,float64,5223,11.5,121,0.5833333333333334,0.8333333333333334,1.0
harontime_last3f_avg_race_rank,float64,4995,10.99,172,0.25,0.6666666666666666,1.0
kyakusitu_x_distance,object,0,0.0,24,nan_sprint,2.0_sprint,2.0_sprint
kyakusitu_x_surface,object,0,0.0,12,nan_dirt,2.0_dirt,2.0_dirt
weight_x_distance,float64,0,0.0,1229,460000.0,480000.0,388000.0
surface_x_distance_bin,object,0,0.0,7,dirt_sprint,dirt_sprint,dirt_sprint
grade_code_x_distance_bin,object,0,0.0,24,X_sprint,X_sprint,X_sprint
sire_wr_x_distance,float64,0,0.0,25060,66.05504587155964,126.25250501002003,70.06369426751593
blood_surface_wr_x_condition,float64,14670,32.29,341,0.16666666666666666,0.16666666666666666,0.15384615384615385
haron_x_distance,float64,4995,10.99,35848,360000.0,369000.0,388000.0
