date,place,race_id,horse_name,jockey,trainer,odds,pred_prob,ev,rank,race_laps,weather,surface,distance
2025-11-30,5,202505050810,シャパリュ,三浦皇成,[東]菊沢隆徳,27.0,0.1737873968751876,4.692259715630065,1,12.5 - 23.5 - 35.3 - 47.4 - 59.3 - 71.3 - 84.1 (35.3-36.7),晴,ダ,1400.0
2025-11-30,36,202536113002,ワイルドブーケ,小林凌,[地]佐藤敏彦,37.6,0.1187477207672555,4.464914300848807,1,,曇,ダ,1300.0
2025-11-29,54,202554112903,ゲンパチハマジ,井上瑛太,[地]宮川浩一,9.7,0.5808924028676044,5.634656307815762,1,,晴,ダ,1400.0
2025-11-24,3,202503030602,ステラスプレンダー,小沢大仁,[西]石坂公一,111.7,0.0517449801293388,5.779914280447144,1,7.2 - 18.0 - 29.5 - 42.5 - 55.2 - 67.7 - 80.7 - 93.6 - 106.8 (29.5-39.1),晴,ダ,1700.0
2025-11-24,3,202503030611,シェットランド,吉田隼人,[東]久保田貴,50.7,0.1067130526096061,5.41035176730703,1,7.3 - 18.6 - 30.8 - 43.6 - 56.3 - 68.5 - 80.7 - 93.3 - 106.2 (30.8-37.7),曇,ダ,1700.0
2025-11-24,36,202536112405,メモリーメイラード,鈴木祐,[地]高橋純,28.2,0.2511686068905551,7.0829547143136535,1,,曇,ダ,1300.0
2025-11-24,3,202503030607,レグザゴン,吉村誠之,[東]斎藤誠,41.3,0.3121625834462933,12.892314696331912,1,9.7 - 20.7 - 32.1 - 44.1 - 56.3 - 68.7 (32.1-36.6),曇,ダ,1150.0
2025-11-23,46,202546112308,シェヴロンケリー,加藤翔馬,[地]堀場裕充,52.0,0.1105425061450976,5.748210319545075,1,,晴,ダ,1400.0
2025-11-22,55,202555112207,ムーンパスゴールド,川島拓,[地]土井道隆,74.7,0.0512554684568041,3.8287834937232663,1,,晴,ダ,1400.0
2025-11-22,55,202555112202,アマルフィー,竹吉徹,[地]真島元徳,9.5,0.5760961158337379,5.472913100420509,1,,晴,ダ,1400.0
2025-11-22,55,202555112206,エムティピース,飛田愛斗,[地]渡辺博文,13.3,0.6189633098165831,8.232212020560556,1,,晴,ダ,1400.0
2025-11-16,8,202508040401,エイシンビリオン,田山旺佑,[西]今野貞一,37.1,0.1410570717738171,5.233217362808615,1,12.1 - 23.1 - 34.8 - 47.1 - 59.3 - 71.6 - 84.7 (34.8-37.6),晴,ダ,1400.0
2025-11-16,5,202505050404,アジアントレジャー,酒井学,[東]蛯名正義,22.6,0.1733026073245316,3.9166389255344143,1,12.6 - 24.0 - 36.9 - 50.2 - 63.6 - 76.3 - 88.3 - 100.5 (36.9-36.9),晴,ダ,1600.0
2025-11-09,8,202508040201,ムテキシャチョウ,川田将雅,[西]森秀行,10.7,0.3233773584556069,3.4601377354749934,1,11.9 - 23.0 - 35.4 - 48.0 - 60.9 - 73.3 - 86.0 (35.4-38.0),雨,ダ,1400.0
2025-11-09,3,202503030210,アレナパラシオ,富田暁,[西]四位洋文,65.6,0.0944648860641634,6.196896525809118,1,7.1 - 18.4 - 30.1 - 42.6 - 55.3 - 67.7 - 80.3 - 93.0 - 105.5 (30.1-37.8),小雨,ダ,1700.0
2025-11-08,8,202508040110,フロムダスク,西村淳也,[西]森秀行,70.2,0.0445419796753998,3.126846973213066,1,12.3 - 23.1 - 34.7 - 46.9 - 58.7 - 70.4 - 81.4 - 93.0 (34.7-34.3),晴,芝,1600.0
2025-11-02,35,202535110201,ネオシャクナゲ,佐々木志,[地]高橋純,7.6,0.4407612528122081,3.3497855213727816,1,,曇,ダ,1000.0
2025-11-02,35,202535110208,チビアーサー,関本玲花,[地]永田幸宏,31.7,0.3770910212867776,11.953785374790849,1,,曇,ダ,1400.0
2025-11-01,35,202535110102,グローブミッション,村上忍,[地]村上実,6.2,0.7879882349013899,4.885527056388618,1,,曇,ダ,1000.0
2025-11-01,8,202508031004,メイショウウネビ,森一馬,[西]本田優,15.8,0.4783753796622134,7.558330998662972,1,,曇,障,2910.0
2025-11-01,35,202535110103,シャラ,山本政聡,[地]橘友和,6.3,0.5209264435846546,3.2818365945833237,1,,曇,ダ,1200.0
2025-11-01,5,202505041004,ビルバンテ,横山和生,[東]蛯名正義,12.8,0.2828250828475233,3.6201610604482983,1,12.7 - 23.5 - 35.6 - 48.2 - 60.6 - 72.3 - 84.5 (35.6-36.3),晴,ダ,1400.0
2025-10-19,8,202508030704,ミルトベスト,岩田望来,[西]中村直也,21.6,0.1983322371140243,4.283976321662926,1,12.5 - 23.6 - 35.3 - 47.2 - 59.1 - 70.6 - 82.2 (35.3-35.0),曇,芝,1400.0
2025-10-19,8,202508030710,グランフォーブル,酒井学,[東]土田稔,116.5,0.0330344604581573,3.8485146433753252,1,12.7 - 24.1 - 35.7 - 47.8 - 59.7 - 71.4 - 83.2 (35.7-35.4),曇,ダ,1400.0
2025-10-19,8,202508030706,ミッションルース,田口貫太,[西]平田修,170.4,0.0672782518668817,11.464214118116642,1,12.3 - 23.6 - 36.5 - 49.2 - 62.1 - 74.7 - 86.8 - 99.4 - 112.5 (36.5-37.8),曇,ダ,1800.0
2025-10-19,8,202508030705,ヴァロンブローサ,北村友一,[西]池添学,9.7,0.316715941220538,3.0721446298392183,1,12.9 - 24.3 - 36.9 - 49.8 - 61.9 - 74.0 - 86.3 - 98.4 - 110.4 - 122.1 (36.9-35.8),曇,芝,2000.0
2025-10-18,5,202505040607,ミクストベリーズ,川田将雅,[東]伊藤圭三,14.2,0.2300726858689899,3.2670321393396566,1,12.5 - 23.5 - 34.8 - 46.2 - 57.3 - 68.6 - 80.1 (34.8-33.9),晴,芝,1400.0
2025-10-13,35,202535101309,リッチアロマ,山本聡紀,[地]板垣吉則,24.7,0.3863606881586811,9.543108997519422,1,,晴,ダ,1200.0
2025-10-13,35,202535101304,ジェイルブレイク,阿部英俊,[地]工藤裕孝,10.1,0.4122671978337892,4.163898698121271,1,,晴,ダ,1200.0
2025-10-13,35,202535101302,グレコ,坂井瑛音,[地]千葉幸喜,16.9,0.5510049307616395,9.311983329871707,1,,晴,ダ,1000.0
2025-10-12,35,202535101207,クイーンオメガ,山本政聡,[地]斉藤雄一,8.8,0.541687925174019,4.766853741531367,1,,小雨,ダ,1400.0
2025-10-12,35,202535101201,エウクレイア,山本政聡,[地]櫻田康二,6.6,0.6682549484440241,4.410482659730559,1,,小雨,ダ,1200.0
2025-10-12,35,202535101203,レトワールダムール,山本政聡,[地]櫻田康二,5.3,0.5772333961249217,3.059336999462085,1,,雨,ダ,1200.0
2025-10-11,46,202546101105,ホウオウシーザー,中島龍也,[地]加藤和宏,8.7,0.5032191601522144,4.378006693324265,1,,曇,ダ,1500.0
2025-10-11,46,202546101107,ギンザターゲット,米倉知,[地]井樋一也,35.2,0.0890576642351619,3.1348297810776993,1,,曇,ダ,1500.0
2025-10-05,36,202536100502,ファイアドライブ,山本政聡,[地]石川栄,32.0,0.1640061104138045,5.248195533241744,1,,曇,ダ,1300.0
2025-10-05,8,202508030206,ポッドフォルク,中井裕二,[西]西園正都,40.5,0.1801355077213908,7.295488062716328,1,12.4 - 23.6 - 36.7 - 49.5 - 62.4 - 75.4 - 88.0 - 100.0 - 112.1 (36.7-36.7),小雨,ダ,1800.0
2025-10-04,54,202554100407,アーサーテソーロ,永森大智,[地]工藤真司,5.3,0.811659087396556,4.301793163201746,1,,曇,ダ,1400.0
2025-10-04,5,202505040109,サトノヴィレ,荻野極,[東]鹿戸雄一,78.7,0.0386149566174106,3.038997085790214,1,12.6 - 23.8 - 35.6 - 47.5 - 58.9 - 70.5 - 82.1 - 93.9 - 105.4 (35.6-34.9),曇,芝,1800.0
2025-09-28,6,202506040911,ウインカーネリアン,三浦皇成,[東]鹿戸雄一,50.0,0.0827746627815343,4.138733139076715,1,12.0 - 22.7 - 33.7 - 44.9 - 55.5 - 66.9 (33.7-33.2),晴,芝,1200.0
2025-09-27,54,202554092710,アムレートゥム,宮川実,[地]宮川真衣,20.6,0.3341230652094403,6.88293514331447,1,,曇,ダ,1400.0
2025-09-27,54,202554092711,ノアファラオ,岡村卓弥,[地]川野勇馬,24.9,0.4101699348951367,10.213231378888903,1,,曇,ダ,1400.0
2025-09-27,54,202554092704,クエンカ,山崎雅由,[地]田中譲二,13.6,0.3639121620638941,4.94920540406896,1,,曇,ダ,1300.0
2025-09-27,6,202506040811,ピースワンデュック,柴田善臣,[東]大竹正博,28.7,0.1505538674063519,4.320895994562299,1,12.8 - 23.6 - 35.2 - 46.8 - 58.3 - 70.0 - 81.3 - 92.9 (35.2-34.6),晴,芝,1600.0
2025-09-21,36,202536092108,マジカルキャンディ,関本玲花,[地]工藤裕孝,11.0,0.33459827414564,3.6805810156020398,1,,曇,ダ,1300.0
2025-09-21,36,202536092107,ヤスエ,南郷家全,[地]高橋純,12.8,0.5508433996110664,7.050795515021651,1,,曇,ダ,1300.0
2025-09-20,46,202546092001,ララセリーヌ,魚住謙心,[地]菅原欣也,53.0,0.2725109285950836,14.443079215539429,1,,曇,ダ,1500.0
2025-09-20,46,202546092004,ピエノダモーレ,兼子千央,[地]井樋一也,112.0,0.2728585148072894,30.56015365841641,1,,曇,ダ,1400.0
2025-09-20,46,202546092010,クリノキングボス,中島龍也,[地]加藤和宏,4.9,0.6865143785199377,3.363920454747695,1,,曇,ダ,1700.0
2025-09-20,6,202506040612,エコロエイト,丹内祐次,[東]田村康仁,29.7,0.1471996484281828,4.371829558317029,1,12.0 - 22.6 - 34.2 - 46.5 - 58.6 - 70.5 (34.2-36.3),曇,ダ,1200.0
2025-09-15,9,202509040505,アイガーリー,菱田裕二,[西]秋山真一,33.3,0.1463016341631761,4.871844417633763,1,12.8 - 24.5 - 37.5 - 50.4 - 62.8 - 74.2 - 85.2 - 96.5 (37.5-33.7),晴,芝,1600.0
2025-09-15,36,202536091506,ラブコラージェン,阿部英俊,[地]菅原勲,8.0,0.3857666090037261,3.086132872029809,1,,曇,ダ,1400.0
2025-09-14,36,202536091409,タイセイアゲイン,高松亮,[地]佐藤雅彦,4.0,0.7576413250243137,3.0305653000972548,1,,晴,ダ,1400.0
2025-09-14,9,202509040403,ミライエイゴウ,田山旺佑,[西]四位洋文,36.4,0.1124368388795928,4.092700935217178,1,12.7 - 23.7 - 36.3 - 49.0 - 61.7 - 74.5 - 87.4 - 100.2 - 112.7 (36.3-38.2),曇,ダ,1800.0
2025-09-14,6,202506040411,ポッドベイダー,荻野極,[東]上原佑紀,13.1,0.2892747289251788,3.7894989489198423,1,11.7 - 22.5 - 33.8 - 45.5 - 57.6 - 69.9 (33.8-36.1),曇,ダ,1200.0
2025-09-14,6,202506040406,ブレゲアン,三浦皇成,[東]田村康仁,43.3,0.172686594481722,7.477329541058562,1,12.6 - 23.9 - 36.4 - 49.2 - 61.7 - 74.4 - 87.1 - 99.7 - 113.0 (36.4-38.6),曇,ダ,1800.0
2025-09-13,46,202546091305,ウエスタンアミーゴ,柴田勇真,[地]田嶋弘幸,8.4,0.5926055171211813,4.977886343817922,1,,曇,ダ,1400.0
2025-09-13,46,202546091301,ワンダフルガイ,吉田晃浩,[地]田嶋弘幸,10.4,0.613421102271344,6.379579463621979,1,,曇,ダ,1400.0
2025-09-13,46,202546091308,ロマンチックタイム,栗原大河,[地]菅原欣也,31.9,0.167810155818707,5.353143970616753,1,,曇,ダ,1500.0
2025-08-23,1,202501020108,ビッグベルーガ,ウィリア,[西]牧浦充徳,21.7,0.1792931554381047,3.890661473006872,1,13.2 - 25.9 - 39.1 - 52.1 - 65.6 - 79.3 - 92.4 - 104.8 - 116.3 - 128.8 - 141.5 - 154.6 (39.1-38.3),晴,ダ,2400.0
2025-08-23,4,202504030102,グランカッサ,今村聖奈,[東]加藤士津,19.0,0.1844013358842758,3.50362538180124,1,12.8 - 23.8 - 35.9 - 48.9 - 62.1 - 74.8 - 87.8 - 101.0 - 114.8 (35.9-40.0),晴,ダ,1800.0
2025-08-10,1,202501010602,メイショウハボマイ,松本大輝,[西]本田優,30.1,0.1116930696443923,3.3619613962962083,1,12.6 - 23.8 - 35.4 - 47.4 - 59.8 (35.4-36.0),晴,ダ,1000.0
2025-08-10,7,202507030610,メイケイロゼッタ,酒井学,[西]河嶋宏樹,15.6,0.2107521185196315,3.2877330489062513,1,7.4 - 18.8 - 30.9 - 44.7 - 58.4 - 70.5 - 82.6 - 95.2 - 107.8 - 120.9 (30.9-38.3),曇,ダ,1900.0
2025-08-09,4,202504020511,フラッシュポイント,戸崎圭太,[東]西田雄一,7.3,0.6156644560284925,4.4943505290079955,1,12.0 - 22.2 - 32.8 - 43.5 - 54.7 (32.8-32.5),晴,芝,1000.0
2025-07-27,1,202501010201,メイショウハマギク,小林美駒,[西]藤岡健一,25.3,0.1240679467262094,3.138919052173098,1,6.7 - 17.6 - 29.4 - 41.5 - 53.7 - 66.2 - 78.8 - 91.9 - 105.2 (29.4-39.0),曇,ダ,1700.0
2025-07-26,7,202507030110,メイショウソウセキ,永島まな,[西]松永幹夫,29.7,0.1443663558837598,4.2876807697476655,1,12.9 - 24.3 - 37.9 - 50.5 - 62.6 - 75.1 - 87.8 - 100.4 - 113.5 (37.9-38.4),晴,ダ,1800.0
2025-07-26,4,202504020110,ドナレア,荻野極,[東]高木登,39.1,0.1296801091147258,5.070492266385779,1,11.8 - 22.9 - 34.4 - 46.7 - 58.8 - 71.6 (34.4-37.2),晴,ダ,1200.0
2025-07-20,2,202502011211,エイシンディード,キング,[西]大久保龍,48.7,0.2261869847204562,11.015306155886218,1,12.1 - 23.0 - 34.3 - 45.3 - 56.5 - 68.4 (34.3-34.1),晴,芝,1200.0
2025-07-13,10,202510020602,ノボリリア,高杉吏麒,[西]石橋守,52.1,0.162632454191246,8.473150863363918,1,12.1 - 22.4 - 33.4 - 45.1 - 56.8 - 68.8 (33.4-35.4),曇,芝,1200.0
2025-07-13,3,202503020609,ミラーダカリエンテ,石川裕紀,[東]相沢郁,28.4,0.1285626621037049,3.651179603745219,1,12.6 - 24.0 - 35.6 - 48.1 - 60.6 - 72.6 - 84.5 - 96.5 - 108.7 (35.6-36.1),晴,芝,1800.0
2025-07-13,2,202502011003,ルブリアン,鷲頭虎太,[西]佐々木晶,12.5,0.2853064188017856,3.56633023502232,1,12.0 - 23.2 - 35.1 - 46.6 - 57.8 - 69.0 (35.1-33.9),晴,芝,1200.0
2025-07-13,2,202502011010,テイエムタリスマ,小林美駒,[西]高橋一哉,15.7,0.248598049269643,3.9029893735333947,1,12.2 - 22.9 - 34.4 - 46.6 - 58.9 (34.4-36.0),晴,ダ,1000.0
2025-07-13,3,202503020610,ノーブルゲイル,木幡巧也,[東]中川公成,70.7,0.1132347042769563,8.00569359238081,1,7.2 - 18.0 - 29.3 - 42.0 - 54.9 - 67.7 - 80.4 - 93.3 - 105.8 (29.3-38.1),晴,ダ,1700.0
2025-07-12,3,202503020506,ショーリバース,津村明秀,[東]鈴木伸尋,12.1,0.437696113228916,5.2961229700698835,1,9.6 - 20.7 - 32.0 - 44.1 - 56.9 - 70.0 (32.0-38.0),曇,ダ,1150.0
2025-07-06,3,202503020406,エスシーレベッカ,田辺裕信,[東]加藤士津,14.9,0.2568235184643928,3.8266704251194525,1,9.7 - 20.6 - 31.5 - 43.2 - 55.6 - 68.6 (31.5-37.1),曇,ダ,1150.0
2025-07-06,2,202502010803,ブレイクバウンズ,伊藤工真,[東]林徹,13.3,0.2812016867027885,3.7399824331470874,1,7.0 - 17.6 - 29.2 - 41.5 - 54.2 - 67.5 - 80.1 - 92.9 - 105.6 (29.2-38.1),曇,ダ,1700.0
2025-07-05,2,202502010710,ドバイブルース,横山武史,[東]加藤征弘,9.2,0.3657281659188158,3.364699126453105,1,7.0 - 18.0 - 29.3 - 41.3 - 53.6 - 65.5 - 77.5 - 90.0 - 102.8 (29.3-37.3),晴,ダ,1700.0
2025-07-05,10,202510020302,ヴォルクメア,田口貫太,[西]新谷功一,27.5,0.2068369144881729,5.688015148424755,1,6.9 - 18.1 - 30.2 - 43.8 - 57.2 - 69.2 - 82.1 - 94.8 - 107.4 (30.2-38.2),晴,ダ,1700.0
2025-07-05,10,202510020311,グランアルティスタ,小崎綾也,[西]寺島良,99.5,0.0682669477658326,6.792561302700344,1,12.3 - 23.5 - 35.7 - 47.7 - 59.3 - 70.9 - 82.6 - 94.5 - 107.0 (35.7-36.1),晴,芝,1800.0
2025-07-05,2,202502010703,モルビド,藤岡佑介,[西]中内田充,57.0,0.1328238795860221,7.57096113640326,1,12.7 - 23.3 - 35.0 - 47.5 - 60.1 - 72.8 - 85.2 - 97.3 - 109.6 - 122.0 (35.0-36.8),曇,芝,2000.0
2025-06-28,10,202510020102,ユウファラオ,坂井瑠星,[西]森秀行,19.1,0.3041449795619094,5.80916910963247,1,11.9 - 22.2 - 33.2 - 44.9 - 56.6 - 69.0 (33.2-35.8),晴,芝,1200.0
2025-06-22,9,202509030612,アウトドライブ,幸英明,[西]鈴木孝志,18.3,0.2977460821480691,5.4487533033096645,1,12.7 - 23.4 - 36.2 - 48.9 - 61.7 - 74.6 - 87.4 - 99.9 - 113.1 (36.2-38.5),晴,ダ,1800.0
2025-06-21,2,202502010301,グッバイウェーブ,横山武史,[東]中川公成,15.1,0.5565113414493973,8.4033212558859,1,12.0 - 22.5 - 33.6 - 45.2 - 56.8 - 68.8 (33.6-35.2),曇,芝,1200.0
2025-06-21,9,202509030501,マテンロウジョイ,西谷誠,[西]四位洋文,18.2,0.3070336288852601,5.588012045711733,1,,晴,障,3110.0
2025-06-15,5,202505030404,ザカート,大野拓弥,[東]高柳瑞樹,94.1,0.0430787163878008,4.053707212092055,1,12.5 - 24.0 - 36.2 - 48.5 - 60.1 - 71.7 - 83.6 (36.2-35.1),曇,芝,1400.0
2025-06-15,5,202505030407,ダンツファイター,三浦皇成,[東]蛯名正義,18.4,0.1799315889627462,3.3107412369145295,1,12.8 - 25.2 - 37.6 - 50.1 - 63.1 - 75.4 - 87.3 - 98.7 - 110.1 - 121.9 (37.6-34.6),曇,芝,2000.0
2025-06-14,5,202505030303,ジェイエルバース,小林凌大,[東]小西一男,58.4,0.0570596239323867,3.332282037651383,1,12.4 - 24.0 - 36.6 - 49.3 - 61.4 - 73.1 - 84.9 (36.6-35.6),曇,ダ,1400.0
2025-06-08,36,202536060802,ジェイエルビット,山本聡哉,[地]佐々木由,5.7,0.7933967285216527,4.52236135257342,1,,曇,ダ,850.0
2025-06-08,36,202536060806,ルレット,塚本涼人,[地]酒井仁,7.5,0.416626214600367,3.1246966095027524,1,,曇,ダ,1300.0
2025-06-07,54,202554060709,ミシェラドラータ,永森大智,[地]打越勇児,4.3,0.7449338788572464,3.2032156790861595,1,,曇,ダ,1600.0
2025-06-07,54,202554060707,ポジティブガール,岡村卓弥,[地]西川敏弘,7.4,0.7411707367890197,5.484663452238746,1,,曇,ダ,1300.0
2025-06-07,5,202505030108,バランスダンサー,田辺裕信,[東]久保田貴,11.6,0.3105267756741326,3.602110597819938,1,12.3 - 23.0 - 34.9 - 47.5 - 60.0 - 72.3 - 84.5 - 96.9 (34.9-36.9),晴,ダ,1600.0
2025-06-07,54,202554060705,サクララージャン,城野慈尚,[地]平和人,44.4,0.6682549484440241,29.670519710914668,1,,曇,ダ,1300.0
2025-06-01,35,202535060101,ディザーブラン,高松亮,[地]櫻田浩樹,6.5,0.4753452362899596,3.0897440358847374,1,,曇,ダ,1000.0
2025-05-31,54,202554053101,シシノハート,近藤翔月,[地]那俄性哲,8.7,0.5201744604276362,4.525517805720434,1,,晴,ダ,1300.0
2025-05-31,54,202554053111,ヴィアダクト,山崎雅由,[地]西川敏弘,11.3,0.7863837415086656,8.886136279047923,1,,晴,ダ,1300.0
2025-05-31,54,202554053108,ハッキョイ,妹尾浩一,[地]西山裕貴,21.9,0.2995656006130335,6.560486653425433,1,,晴,ダ,1300.0
2025-05-31,8,202508021111,アブキールベイ,岩田望来,[西]坂口智康,60.5,0.0548030415772324,3.31558401542256,1,12.0 - 22.6 - 33.5 - 44.4 - 55.9 - 68.3 (33.5-34.8),曇,芝,1200.0
2025-05-31,8,202508021104,ダンツアトム,和田陽希,[西]本田優,137.6,0.0402381301858715,5.536766713575918,1,12.1 - 22.8 - 34.1 - 45.5 - 57.2 - 69.2 - 81.3 (34.1-35.8),曇,芝,1400.0
2025-05-31,5,202505021108,サンドオブエテル,長浜鴻緒,[東]蛯名正義,61.4,0.0537217657200588,3.29851641521161,1,12.3 - 23.2 - 35.0 - 47.1 - 59.5 - 71.6 - 83.1 - 95.4 (35.0-35.9),小雨,ダ,1600.0
2025-05-25,8,202508021003,ワールドキッス,浜中俊,[西]河嶋宏樹,27.7,0.3124517974879613,8.654914790416528,1,7.1 - 18.3 - 29.7 - 42.9 - 55.9 - 68.6 - 80.7 - 93.2 - 105.7 - 118.5 (29.7-37.8),曇,ダ,1900.0
2025-05-25,5,202505021004,バンブルビー,田辺裕信,[東]小西一男,88.2,0.1649973985954927,14.552770556122457,1,12.5 - 23.5 - 34.8 - 46.5 - 58.4 - 70.3 - 81.8 - 93.7 (34.8-35.3),曇,芝,1600.0
2025-05-25,4,202504010807,ホワイトターフ,上里直汰,[東]清水英克,54.3,0.0623279316460783,3.3844066883820516,1,12.0 - 22.9 - 34.8 - 47.2 - 59.2 - 71.7 (34.8-36.9),小雨,ダ,1200.0
2025-05-25,4,202504010805,ストラニエーロ,荻野極,[東]尾関知人,43.8,0.0929752881528181,4.072317621093433,1,13.0 - 24.7 - 38.0 - 51.5 - 64.7 - 77.6 - 90.4 - 102.5 - 114.7 - 126.9 (38.0-36.5),小雨,芝,2000.0
2025-05-24,4,202504010709,ゼンダンタカ,角田大和,[西]角田晃一,27.5,0.1171540932717665,3.2217375649735787,1,12.0 - 22.7 - 33.4 - 44.1 - 55.3 (33.4-32.6),小雨,芝,1000.0
2025-05-18,4,202504010605,スコラーリ,伴啓太,[東]萩原清,13.2,0.2792781035175345,3.686470966431455,1,,曇,障,2890.0
2025-05-17,4,202504010509,アンテロース,吉田隼人,[西]岡田稲男,19.9,0.231610749808427,4.609053921187697,1,13.2 - 25.3 - 37.8 - 50.5 - 63.3 - 76.2 - 88.2 - 99.3 - 110.7 - 123.2 (37.8-35.0),曇,芝,2000.0
2025-05-11,8,202508020611,サンライズアリオン,藤岡佑介,[西]平田修,13.1,0.2514959511422501,3.294596959963476,1,12.2 - 23.4 - 35.9 - 48.4 - 61.1 - 73.2 - 85.5 - 97.5 - 109.7 (35.9-36.5),曇,ダ,1800.0
2025-05-11,8,202508020608,メイショウザンゲツ,和田竜二,[西]鈴木孝志,33.2,0.1535157184834698,5.096721853651197,1,12.4 - 23.6 - 35.9 - 48.3 - 60.6 - 72.6 - 85.5 (35.9-37.2),曇,ダ,1400.0
2025-05-10,4,202504010302,チュラビックタイム,斎藤新,[東]斎藤誠,10.3,0.4162553789599273,4.287430403287251,1,12.9 - 24.1 - 37.7 - 51.7 - 64.4 - 77.0 - 90.1 - 102.5 - 115.6 (37.7-38.6),曇,ダ,1800.0
2025-05-03,4,202504010103,テイエムパイロット,柴田裕一,[西]秋山真一,43.0,0.0964820001982541,4.1487260085249265,1,12.0 - 22.9 - 34.4 - 47.0 - 59.1 - 71.9 (34.4-37.5),晴,ダ,1200.0
2025-04-27,8,202508020204,アルマーザアミール,小牧加矢,[西]斉藤崇史,15.5,0.1954795460654314,3.0299329640141863,1,,晴,障,2910.0
2025-04-27,3,202503010612,グランファラオ,秋山稔樹,[西]高橋義忠,9.3,0.3354213188741672,3.119418265529755,1,9.8 - 20.7 - 32.0 - 44.1 - 56.3 - 68.8 (32.0-36.8),晴,ダ,1150.0
2025-04-26,3,202503010501,キミオモウハナ,斎藤新,[西]杉山佳明,21.0,0.2303093314554255,4.836495960563935,1,7.2 - 18.5 - 30.8 - 42.9 - 55.8 - 68.4 - 80.7 - 93.9 - 107.8 (30.8-39.4),晴,ダ,1700.0
2025-04-26,3,202503010503,ティティナ,小林美駒,[東]和田正一,70.0,0.1428073595249974,9.996515166749818,1,12.7 - 23.6 - 35.2 - 47.6 - 60.9 - 73.4 - 84.8 - 96.5 - 108.8 - 121.6 (35.2-36.8),晴,芝,2000.0
2025-04-26,5,202505020102,アイアムイチバン,松岡正海,[東]奥平雅士,32.0,0.1057811068718831,3.384995419900259,1,12.7 - 23.9 - 36.3 - 49.1 - 61.5 - 73.5 - 85.8 (36.3-36.7),曇,ダ,1400.0
2025-04-20,6,202506030807,エコロエイト,丹内祐次,[東]田村康仁,34.4,0.2815424359817505,9.685059797772217,1,12.2 - 23.2 - 34.8 - 46.7 - 58.9 - 71.7 (34.8-36.9),曇,ダ,1200.0
2025-04-19,6,202506030712,グレタ,杉原誠人,[東]清水英克,36.0,0.0955581507666333,3.440093427598799,1,12.1 - 23.1 - 35.2 - 47.4 - 59.4 - 72.4 (35.2-37.2),晴,ダ,1200.0
2025-04-19,3,202503010307,トゥピ,丹内祐次,[東]田村康仁,70.5,0.0604977943033264,4.265094498384511,1,7.1 - 18.3 - 30.4 - 43.0 - 55.7 - 68.1 - 80.8 - 94.0 - 106.9 (30.4-38.8),晴,ダ,1700.0
2025-04-12,9,202509020509,ミアステラ,幸英明,[西]大根田裕,60.9,0.0545989787273434,3.325077804495213,1,12.8 - 23.6 - 35.6 - 47.8 - 60.0 - 72.4 - 84.9 - 97.0 - 108.8 - 120.6 - 132.5 - 145.5 (35.6-36.7),晴,芝,2400.0
2025-04-12,3,202503010107,ファイントパーズ,小林美駒,[東]鈴木伸尋,52.8,0.2087598454960918,11.022519842193647,1,7.0 - 18.3 - 30.2 - 42.9 - 55.4 - 67.8 - 80.5 - 93.7 - 107.0 (30.2-39.2),曇,ダ,1700.0
2025-04-12,9,202509020511,サフィラ,松山弘平,[西]池添学,29.7,0.1342097910192516,3.9860307932717722,1,12.4 - 23.5 - 35.5 - 47.5 - 59.4 - 70.6 - 81.4 - 92.8 (35.5-33.4),曇,芝,1600.0
2025-04-06,36,202536040610,ダイチジェム,小林凌,[地]飯田弘道,17.3,0.458815989355072,7.937516615842746,1,,曇,ダ,1600.0
2025-04-06,36,202536040602,アロウカリア,高松亮,[地]佐藤雅彦,6.0,0.5622717783249739,3.3736306699498435,1,,曇,ダ,850.0
2025-04-05,9,202509020312,フラムリンガム,北村友一,[東]柄崎将寿,18.8,0.1896295696061032,3.5650359085947403,1,12.1 - 23.3 - 35.5 - 48.0 - 60.3 - 72.1 - 84.7 (35.5-36.7),曇,ダ,1400.0
2025-03-30,7,202507020609,グラティアスミノル,幸英明,[西]北出成人,33.6,0.1368619418402343,4.598561245831873,1,12.3 - 23.5 - 35.2 - 47.5 - 60.2 - 72.4 - 85.3 (35.2-37.8),晴,ダ,1400.0
2025-03-29,9,202509020105,ディスパラール,団野大成,[西]斉藤崇史,17.8,0.1761666088916745,3.1357656382718058,1,12.7 - 24.1 - 37.1 - 50.1 - 62.5 - 74.9 - 86.9 - 98.5 - 110.0 - 122.4 (37.1-35.5),晴,芝,2000.0
2025-03-23,7,202507020403,ハウリングウィンド,北村友一,[西]安田翔伍,16.0,0.2062292540707553,3.2996680651320847,1,12.3 - 23.2 - 34.9 - 47.3 - 60.0 - 72.4 - 85.4 (34.9-38.1),晴,ダ,1400.0
2025-03-09,36,202536030909,スミシュー,鈴木祐,[地]櫻田康二,14.7,0.5588732188168766,8.215436316608086,1,,晴,ダ,850.0
2025-03-09,36,202536030905,エムオーグリッタ,小林凌,[地]佐藤敏彦,4.9,0.7169204108437783,3.512910013134514,1,,晴,ダ,1300.0
2025-03-08,55,202555030807,フェアリーハイ,加茂飛翔,[地]大島静夫,6.2,0.7641163314993202,4.7375212552957855,1,,晴,ダ,1400.0
