date,place,race_id,horse_name,jockey,trainer,odds,pred_prob,ev,rank,race_laps,weather,surface,distance
2023-07-29,45,202345072906,ピースオンアース,新原周馬,[地]佐藤博紀,10.7,0.5148961417918124,5.509388717172393,1,12.4 - 24.3 - 37.2 - 49.2 - 62.6 - 76.6 - 90.9 (37.2-41.7),晴,ダ,1400.0
2023-07-29,45,202345072908,ナリノバロン,山林堂信,[地]内田勝義,27.8,0.1308465079735856,3.63753292166568,1,12.7 - 24.5 - 37.7 - 51.7 - 63.6 - 76.6 - 90.1 - 103.5 (37.7-39.9),晴,ダ,1600.0
2023-07-29,45,202345072909,モエヨドラゴン,増田充宏,[地]佐々木仁,12.8,0.2794223851258208,3.5766065296105065,1,12.1 - 23.8 - 37.0 - 50.8 - 62.5 - 75.5 - 88.9 - 102.9 (37.0-40.4),晴,ダ,1600.0
2023-07-29,45,202345072901,ティーストーク,森泰斗,[地]佐々木仁,5.4,0.5711842957144084,3.084395196857806,1,12.5 - 25.5 - 39.5 - 51.8 - 64.8 - 78.2 - 92.2 (39.5-40.4),晴,ダ,1400.0
2023-07-29,1,202301010302,チェイスザウェイ,小林凌大,[東]伊藤圭三,15.7,0.2378440845032102,3.7341521267004,1,6.8 - 17.5 - 29.5 - 42.4 - 55.2 - 67.9 - 80.5 - 93.3 - 106.9 (29.5-39.0),晴,ダ,1700.0
2023-07-29,45,202345072907,サキガケバイオ,岡村健司,[地]山崎尋美,10.7,0.3870831172829207,4.141789354927251,1,12.4 - 24.3 - 37.5 - 49.7 - 63.1 - 76.7 - 90.6 (37.5-40.9),晴,ダ,1400.0
2023-07-29,45,202345072905,メジャーセブンス,櫻井光輔,[地]八木正喜,10.5,0.4110547706525588,4.316075091851867,1,5.4 - 17.4 - 30.1 - 44.7 - 57.6 - 71.3 - 84.5 - 99.1 (30.1-41.5),晴,ダ,1500.0
2023-07-23,3,202303020810,セイウンプラチナ,原優介,[東]小桧山悟,56.5,0.1082120964664193,6.11398345035269,1,12.6 - 24.6 - 36.9 - 49.6 - 61.6 - 73.3 - 85.1 - 97.0 - 109.1 (36.9-35.8),晴,芝,1800.0
2023-07-23,1,202301010210,シルバーブレッド,武豊,[西]石坂公一,32.7,0.1704645919277187,5.5741921560364025,1,6.9 - 18.2 - 30.9 - 44.1 - 57.3 - 69.6 - 81.8 - 94.2 - 106.7 (30.9-37.1),晴,ダ,1700.0
2023-07-16,2,202302020607,エンプレスペイ,鮫島克駿,[西]武幸四郎,19.0,0.2021286163095443,3.8404437098813413,1,7.0 - 17.8 - 29.8 - 42.5 - 55.2 - 67.9 - 80.7 - 92.8 - 105.0 (29.8-37.1),曇,ダ,1700.0
2023-07-16,2,202302020610,レイクリエイター,浜中俊,[西]浜田多実,39.4,0.0850165478502685,3.349651985300579,1,6.8 - 17.6 - 28.9 - 41.0 - 53.3 - 66.0 - 78.9 - 91.1 - 103.5 (28.9-37.5),曇,ダ,1700.0
2023-07-15,2,202302020504,ブリスキー,鮫島克駿,[東]堀宣行,66.0,0.0495418816483005,3.269764188787833,1,7.2 - 18.4 - 30.8 - 43.3 - 55.7 - 68.0 - 80.2 - 92.7 - 105.9 (30.8-37.9),雨,ダ,1700.0
2023-07-09,3,202303020408,フィールザオーラ,小林美駒,[東]武井亮,24.3,0.1280324921432947,3.1111895590820615,1,12.7 - 24.1 - 36.5 - 49.0 - 61.0 - 72.7 - 84.3 - 96.0 - 108.3 (36.5-35.6),曇,芝,1800.0
2023-07-09,3,202303020404,ボールドトップ,原優介,[東]鈴木慎太,326.2,0.0263151151244844,8.58399055360681,1,7.1 - 17.9 - 29.4 - 42.4 - 55.7 - 68.4 - 81.1 - 93.8 - 107.3 (29.4-38.9),晴,ダ,1700.0
2023-07-08,2,202302020305,ドナベティ,武豊,[西]矢作芳人,12.2,0.2790605896445776,3.4045391936638465,1,12.2 - 23.5 - 35.2 - 46.8 - 57.9 - 69.3 (35.2-34.1),晴,芝,1200.0
2023-07-08,7,202307030302,キトリ,西村淳也,[西]杉山晴紀,16.7,0.1891626979714092,3.1590170561225333,1,12.7 - 23.9 - 36.4 - 49.0 - 61.7 - 74.5 - 87.5 - 101.4 - 115.8 (36.4-41.3),曇,ダ,1800.0
2023-07-01,3,202303020101,ラジェドール,草野太郎,[東]小笠倫弘,27.4,0.143538227914105,3.932947444846477,1,,曇,障,2750.0
2023-06-24,5,202305030705,ヴェロキラプトル,三浦皇成,[西]高野友和,19.2,0.182466910677969,3.503364685017005,1,13.3 - 25.5 - 37.8 - 50.7 - 63.4 - 75.5 - 86.7 - 97.6 - 109.3 (37.8-33.8),晴,芝,1800.0
2023-06-24,9,202309030708,アスクビギンアゲン,岩田望来,[西]梅田智之,74.8,0.0563586963001498,4.215630483251205,1,12.5 - 23.4 - 34.7 - 46.2 - 57.8 - 69.5 - 81.3 (34.7-35.1),曇,芝,1400.0
2023-06-18,9,202309030606,ダイメイセブン,藤岡康太,[西]本田優,26.6,0.20295604420361,5.398630775816026,1,12.7 - 23.5 - 36.6 - 49.3 - 62.0 - 74.9 - 87.6 - 100.7 - 114.6 (36.6-39.7),曇,ダ,1800.0
2023-06-17,2,202302010302,ジュエルマイスター,斎藤新,[東]辻哲英,19.9,0.3116153380277251,6.20114522675173,1,6.8 - 18.1 - 30.4 - 43.7 - 56.8 - 69.2 - 81.8 - 94.0 - 106.4 (30.4-37.2),曇,ダ,1700.0
2023-06-17,2,202302010304,ステラポイント,鮫島克駿,[西]杉山晴紀,10.9,0.2872895719902943,3.131456334694208,1,12.4 - 24.1 - 36.6 - 50.1 - 62.5 - 75.2 - 88.4 - 101.5 - 114.2 - 126.6 - 138.6 - 150.1 - 162.1 (36.6-35.5),曇,芝,2600.0
2023-06-17,9,202309030503,ヴォードヴィル,団野大成,[西]中竹和也,47.9,0.138518931480248,6.6350568179038785,1,12.8 - 24.0 - 37.2 - 49.9 - 62.7 - 75.4 - 88.1 - 100.6 - 113.3 (37.2-37.9),晴,ダ,1800.0
2023-06-04,36,202336060408,メイショウミザオ,小林凌,[地]永田幸宏,9.2,0.460359646642077,4.235308749107109,1,,曇,ダ,850.0
2023-06-04,9,202309030206,サンガネーブ,北村友一,[西]田中克典,16.8,0.2222620170820398,3.7340018869782687,1,12.3 - 23.5 - 35.1 - 47.0 - 59.4 - 72.6 (35.1-37.5),晴,ダ,1200.0
2023-06-04,36,202336060410,ビービーパドル,陶文峰,[地]菅原右吉,12.2,0.281313141673404,3.4320203284155286,1,,曇,ダ,1400.0
2023-06-03,9,202309030104,シルキーバローズ,菱田裕二,[西]辻野泰之,72.2,0.1234524452855913,8.913266549619692,1,12.5 - 23.9 - 37.3 - 50.0 - 62.6 - 74.8 - 86.8 - 98.5 - 110.0 - 122.0 (37.3-35.2),晴,芝,2000.0
2023-06-03,5,202305030106,マラマプア,永野猛蔵,[東]伊藤圭三,11.2,0.3103237442111852,3.475625935165274,1,7.1 - 18.1 - 30.1 - 42.3 - 54.3 - 65.6 - 77.4 (30.1-35.1),曇,ダ,1300.0
2023-06-03,5,202305030107,アラクレ,丹内祐次,[東]清水英克,80.7,0.0417722010736491,3.371016626643483,1,12.3 - 23.7 - 35.1 - 46.7 - 58.3 - 70.0 - 82.8 (35.1-36.1),曇,芝,1400.0
2023-06-03,55,202355060310,テイエムサツマドン,石川慎将,[地]平山宏秀,21.4,0.1953281135781176,4.180021630571717,1,,晴,ダ,1400.0
2023-06-03,55,202355060308,カムカムキリシマ,田中純,[地]古賀光範,6.0,0.6248599260395247,3.749159556237148,1,,晴,ダ,1400.0
2023-05-28,36,202336052807,アルゴル,関本淳,[地]晴山厚司,9.7,0.5198508220414753,5.04255297380231,1,,雨,ダ,850.0
2023-05-28,5,202305021208,ドリームインパクト,坂井瑠星,[東]国枝栄,28.0,0.162208687993774,4.541843263825672,1,13.1 - 24.7 - 37.6 - 50.3 - 62.7 - 75.3 - 87.1 - 99.3 - 111.1 - 122.2 - 133.6 - 145.6 (37.6-34.5),晴,芝,2400.0
2023-05-27,8,202308011106,ニシキギミッチー,団野大成,[東]鈴木伸尋,91.2,0.0653448187606357,5.959447470969977,1,12.1 - 23.1 - 35.0 - 47.3 - 59.6 - 71.9 - 84.4 (35.0-37.1),晴,ダ,1400.0
2023-05-20,5,202305020903,ワイルドハンター,木幡巧也,[東]小笠倫弘,229.1,0.0143910094118016,3.2969802562437462,1,7.0 - 17.8 - 30.5 - 43.1 - 56.2 - 68.9 - 81.5 - 94.3 - 107.0 - 119.2 - 131.4 (30.5-37.1),曇,ダ,2100.0
2023-05-20,8,202308010908,ステラフィオーレ,Ｍ．デム,[西]小栗実,15.5,0.2992230518682746,4.637957303958256,1,12.5 - 23.8 - 36.0 - 48.4 - 60.3 - 72.7 (36.0-36.7),晴,ダ,1200.0
2023-05-14,4,202304010605,ベストインクラス,上野翔,[東]伊藤伸一,56.6,0.0918661347615079,5.199623227501347,1,,曇,障,2890.0
2023-05-14,5,202305020812,フルム,水口優也,[西]浜田多実,25.9,0.1525617897099516,3.9513503534877463,1,12.2 - 22.9 - 34.5 - 46.3 - 58.2 - 70.0 - 82.6 (34.5-36.3),小雨,ダ,1400.0
2023-05-06,8,202308010502,マルカブリッツ,小沢大仁,[西]松永昌博,52.0,0.1140790569891466,5.932110963435623,1,12.5 - 23.6 - 36.5 - 49.5 - 62.3 - 74.8 - 87.7 - 100.1 - 113.2 (36.5-38.4),曇,ダ,1800.0
2023-04-29,8,202308010302,ティエラサンタ,岩田望来,[西]西村真幸,29.0,0.2055161052802873,5.959967053128332,1,12.3 - 23.9 - 37.0 - 49.9 - 62.8 - 75.7 - 88.9 - 101.9 - 114.9 (37.0-39.2),曇,ダ,1800.0
2023-04-22,3,202303010510,ヴィブラフォン,佐々木大,[東]高木登,71.9,0.0761156103235674,5.472712382264496,1,7.0 - 17.8 - 29.7 - 42.4 - 55.5 - 67.7 - 79.9 - 92.4 - 105.8 (29.7-38.1),晴,ダ,1700.0
2023-04-22,3,202303010506,トーホウテンリュウ,菱田裕二,[西]谷潔,13.6,0.362843100727783,4.934666169897849,1,7.1 - 18.4 - 30.8 - 43.5 - 56.1 - 68.3 - 81.0 - 93.5 - 106.8 (30.8-38.5),晴,ダ,1700.0
2023-04-22,8,202308010101,ウィズユアドリーム,吉田隼人,[西]吉岡辰弥,19.0,0.1797103016868984,3.414495732051069,1,12.6 - 23.0 - 35.2 - 47.5 - 59.8 - 72.4 - 84.8 - 96.9 - 108.8 - 120.9 (35.2-36.1),晴,芝,2000.0
2023-04-16,9,202309020809,シェイリーン,北村友一,[西]池添学,26.4,0.1496852720066332,3.9516911809751165,1,12.8 - 23.9 - 35.5 - 47.7 - 60.5 - 73.1 - 84.3 - 95.2 - 107.0 (35.5-33.9),晴,芝,1800.0
2023-04-15,9,202309020701,アロットドリーム,角田大河,[西]本田優,43.4,0.0796592756011669,3.457212561090643,1,12.2 - 23.3 - 35.7 - 47.9 - 59.7 - 71.6 - 84.6 (35.7-36.7),雨,ダ,1400.0
2023-04-09,3,202303010211,ヴィズサクセス,武藤雅,[東]奥村武,32.7,0.1565301593565702,5.118536210959846,1,12.3 - 23.2 - 34.3 - 46.2 - 57.6 - 69.4 (34.3-35.1),晴,芝,1200.0
2023-04-09,3,202303010201,タマモマスラオ,小沢大仁,[西]緒方努,25.4,0.1305426016561686,3.3157820820666823,1,7.1 - 18.1 - 30.1 - 42.8 - 55.9 - 68.8 - 81.9 - 94.8 - 107.4 (30.1-38.6),晴,ダ,1700.0
2023-04-09,9,202309020612,テイエムベンチャー,国分恭介,[西]鈴木孝志,158.0,0.0572026674325383,9.038021454341052,1,12.5 - 23.5 - 36.7 - 49.4 - 62.0 - 74.7 - 87.4 - 99.5 - 112.1 (36.7-37.4),晴,ダ,1800.0
2023-04-08,3,202303010108,キングクー,藤田菜七,[西]村山明,8.6,0.5002723488304908,4.3023421999422204,1,9.3 - 20.0 - 30.8 - 42.5 - 54.9 - 68.2 (30.8-37.4),曇,ダ,1150.0
2023-04-02,6,202306030406,シェットランド,田辺裕信,[東]久保田貴,20.4,0.2310335238002088,4.713083885524259,1,12.6 - 24.4 - 37.8 - 50.7 - 63.2 - 75.4 - 87.8 - 100.5 - 113.5 (37.8-38.1),曇,ダ,1800.0
2023-04-02,36,202336040207,アルゴル,関本淳,[地]晴山厚司,10.8,0.3798469815878111,4.10234740114836,1,,晴,ダ,850.0
2023-04-02,36,202336040206,ユキノマツシマ,木村暁,[地]畠山信一,26.9,0.3957908546479974,10.64677399003113,1,,晴,ダ,850.0
2023-04-02,9,202309020403,ジョータルマエ,角田大河,[西]中竹和也,89.3,0.0565488888432733,5.049815773704306,1,13.1 - 24.9 - 37.3 - 51.8 - 64.9 - 77.7 - 90.0 - 102.4 - 115.2 - 129.3 (37.3-39.3),晴,ダ,2000.0
2023-04-02,6,202306030411,テーオーシリウス,斎藤新,[西]奥村豊,59.8,0.0600677271098466,3.5920500811688263,1,12.5 - 24.4 - 37.0 - 48.8 - 60.8 - 72.2 - 83.9 - 95.6 - 107.6 - 119.7 (37.0-35.8),曇,芝,2000.0
2023-04-01,55,202355040102,フェリスウイング,合林海斗,[地]松島壽,5.7,0.5934808598712036,3.3828409012658605,1,,晴,ダ,1400.0
2023-04-01,9,202309020302,フリーウィーリング,藤岡佑介,[西]中内田充,14.9,0.2154061103162925,3.2095510437127586,1,12.6 - 23.6 - 36.8 - 49.6 - 62.6 - 75.6 - 88.7 - 101.5 - 114.8 (36.8-39.2),晴,ダ,1800.0
2023-04-01,6,202306030309,トップスティール,丸田恭介,[東]深山雅史,40.1,0.0776125050381772,3.1122614520309058,1,12.8 - 24.5 - 37.6 - 50.8 - 62.9 - 75.1 - 87.2 - 100.0 - 113.4 (37.6-38.3),晴,ダ,1800.0
2023-04-01,6,202306030312,ヒロノゴウカイ,秋山稔樹,[東]蛯名利弘,15.9,0.3189070260978379,5.070621714955623,1,12.1 - 22.6 - 33.8 - 45.6 - 58.0 - 71.3 (33.8-37.5),晴,ダ,1200.0
2023-03-25,6,202306030103,クリスプブリーズ,木幡巧也,[東]菊川正達,239.2,0.0476045143296937,11.386999827662732,1,13.2 - 25.2 - 38.3 - 51.2 - 63.5 - 75.7 - 88.6 - 101.9 - 115.0 (38.3-39.3),雨,ダ,1800.0
2023-03-25,6,202306030104,ジュンフシナ,田辺裕信,[東]中舘英二,27.2,0.1863707827515797,5.069285290842967,1,12.7 - 24.3 - 36.1 - 48.1 - 60.6 - 73.2 - 85.7 - 98.2 (36.1-37.6),雨,芝,1600.0
2023-03-25,9,202309020106,システムリブート,吉田隼人,[西]吉岡辰弥,118.1,0.0819907432365556,9.683106776237215,1,12.6 - 24.0 - 36.0 - 48.0 - 59.7 - 70.8 - 82.0 - 94.3 (36.0-34.6),曇,芝,1600.0
2023-03-19,9,202309011204,オラコモエスタス,大江原圭,[東]伊藤大士,49.5,0.1032629048101053,5.111513788100212,1,,晴,障,2970.0
2023-03-18,7,202307020309,ラルフ,武豊,[西]荒川義之,23.9,0.2271225398540012,5.428228702510628,1,12.7 - 23.4 - 36.0 - 48.5 - 60.9 - 73.3 - 85.5 - 97.4 - 110.2 (36.0-36.9),曇,ダ,1800.0
2023-03-18,9,202309011106,キリンジ,藤岡佑介,[西]佐々木晶,23.4,0.1344555702909204,3.146260344807537,1,13.2 - 24.2 - 37.5 - 50.1 - 62.9 - 75.4 - 87.6 - 99.6 - 112.4 (37.5-37.0),曇,ダ,1800.0
2023-03-12,7,202307020201,メイショウオーロラ,横山典弘,[西]本田優,15.8,0.2237745252669837,3.5356374992183426,1,13.0 - 24.3 - 37.7 - 50.6 - 63.6 - 76.6 - 89.3 - 101.3 - 113.6 (37.7-37.0),晴,ダ,1800.0
2023-03-12,6,202306020612,アメトリーチェ,小林勝太,[東]加藤士津,31.8,0.1307298472940717,4.15720914395148,1,12.0 - 23.0 - 34.7 - 47.2 - 59.5 - 71.9 (34.7-37.2),曇,ダ,1200.0
2023-03-05,9,202309010809,マリオロード,幸英明,[西]安達昭夫,60.7,0.0765046076944414,4.643829687052593,1,13.0 - 24.0 - 37.2 - 49.7 - 62.8 - 76.0 - 88.9 - 101.1 - 114.3 (37.2-38.3),晴,ダ,1800.0
2023-03-05,54,202354030502,リワードジョン,佐原秀泰,[地]雑賀正光,18.2,0.4647024819466178,8.457585171428443,1,,晴,ダ,1400.0
2023-03-05,54,202354030501,カリプソメロディ,井上瑛太,[地]宮川浩一,48.9,0.1044110600117418,5.105700834574174,1,,晴,ダ,1400.0
2023-03-04,55,202355030409,ホウオウエックス,加茂飛翔,[地]大島静夫,46.9,0.5314336383910752,24.924237640541424,1,,晴,ダ,1400.0
2023-03-04,55,202355030403,ブルータンゴ,石川慎将,[地]手島勝利,6.7,0.6392233341096765,4.282796338534832,1,,晴,ダ,1400.0
2023-02-26,9,202309010605,ルクスドヌーヴ,横山和生,[西]須貝尚介,17.8,0.178739114619643,3.1815562402296456,1,12.7 - 24.2 - 36.5 - 49.4 - 62.3 - 74.4 - 85.6 - 97.3 (36.5-35.0),曇,芝,1600.0
2023-02-26,10,202310020604,ドンシャーク,森一馬,[西]今野貞一,7.2,0.5380553101399665,3.873998233007759,1,,晴,障,2860.0
2023-02-26,10,202310020607,サトノゼノビア,藤岡佑介,[東]国枝栄,16.5,0.256214127023094,4.227533095881051,1,12.2 - 23.1 - 35.5 - 48.4 - 61.2 - 73.8 - 85.8 - 97.9 - 110.0 - 122.6 (35.5-36.8),晴,芝,2000.0
2023-02-25,10,202310020504,ヒストリアノワール,伴啓太,[東]嘉藤貴行,13.4,0.2251600499938585,3.017144669917704,1,,曇,障,2860.0
2023-02-25,10,202310020501,ウインステイトリー,水沼元輝,[東]上原博之,215.0,0.0553983577968563,11.910646926324103,1,6.9 - 18.5 - 30.7 - 44.1 - 57.0 - 69.4 - 81.2 - 93.2 - 105.7 (30.7-36.3),曇,ダ,1700.0
2023-02-19,5,202305010804,ウィステリアリヴァ,吉田豊,[東]小野次郎,79.2,0.1313133009102581,10.400013432092443,1,12.9 - 24.4 - 36.1 - 47.9 - 60.3 - 72.9 - 84.4 - 95.9 - 107.6 (36.1-34.7),曇,芝,1800.0
2023-02-18,9,202309010310,ワルツフォーラン,酒井学,[東]小西一男,64.4,0.0694382016053433,4.471820183384109,1,12.2 - 23.1 - 34.4 - 46.3 - 58.7 - 71.1 - 84.0 (34.4-37.7),曇,ダ,1400.0
2023-02-18,10,202310020311,メイショウゲンセン,藤岡康太,[西]武幸四郎,22.9,0.2155393547446042,4.935851223651436,1,11.8 - 22.5 - 33.5 - 44.7 - 56.4 - 68.4 (33.5-34.9),小雨,芝,1200.0
2023-02-18,5,202305010709,ホウオウビスケッツ,横山和生,[東]奥村武,26.5,0.1724533749916311,4.570014437278224,1,12.7 - 24.4 - 36.5 - 49.0 - 61.6 - 73.4 - 85.0 - 96.2 - 107.4 - 119.3 (36.5-34.3),晴,芝,2000.0
2023-02-12,5,202305010604,グローフォース,武藤雅,[東]小笠倫弘,125.1,0.0473793411947493,5.927155583463137,1,12.6 - 24.1 - 35.7 - 47.9 - 60.4 - 72.8 - 85.1 - 97.8 (35.7-37.4),晴,ダ,1600.0
2023-02-12,9,202309010203,ショウナンハクウン,岩田康誠,[東]大竹正博,8.7,0.3678282587430431,3.2001058510644746,1,12.3 - 23.2 - 34.9 - 47.2 - 59.8 - 72.5 - 86.2 (34.9-39.0),晴,ダ,1400.0
2023-02-12,5,202305010609,コスタボニータ,松山弘平,[西]杉山佳明,31.3,0.1017413628248548,3.184504656417955,1,13.1 - 24.5 - 36.5 - 48.5 - 60.5 - 72.1 - 83.1 - 94.6 - 106.6 (36.5-34.5),晴,芝,1800.0
2023-02-12,5,202305010612,レイニーデイ,江田照男,[東]田村康仁,41.3,0.1620441961930121,6.6924253027714,1,12.5 - 23.7 - 35.4 - 47.3 - 58.9 - 70.6 - 83.0 (35.4-35.7),曇,ダ,1400.0
2023-02-11,9,202309010109,デビットバローズ,岩田望来,[西]上村洋行,16.1,0.2069441030802275,3.331800059591663,1,12.5 - 24.0 - 36.2 - 48.3 - 60.6 - 72.3 - 83.1 - 94.2 - 105.9 (36.2-33.6),晴,芝,1800.0
2023-02-11,9,202309010108,タカラマドンナ,川又賢治,[西]杉山佳明,13.3,0.3004527075671276,3.9960210106427976,1,12.3 - 23.6 - 35.5 - 47.4 - 59.7 - 73.0 (35.5-37.5),晴,ダ,1200.0
2023-02-05,10,202310010808,ケリーズノベル,富田暁,[東]武井亮,37.3,0.2877648314519896,10.733628213159212,1,12.9 - 25.0 - 38.4 - 51.9 - 65.4 - 78.7 - 92.0 - 104.8 - 117.0 - 129.5 - 142.3 - 155.4 (38.4-38.4),晴,ダ,2400.0
2023-01-28,7,202307010912,カルタゴ,国分恭介,[東]小島茂之,82.3,0.03848099223196,3.1669856606903077,1,12.6 - 23.9 - 35.7 - 47.5 - 59.7 - 71.6 - 82.7 - 94.6 (35.7-34.9),晴,芝,1600.0
2023-01-28,7,202307010903,バンドマスター,ムルザバ,[西]茶木太樹,9.8,0.3964451256608722,3.885162231476548,1,7.3 - 18.6 - 30.2 - 43.7 - 57.0 - 69.8 - 83.0 - 96.1 - 108.6 - 121.3 (30.2-38.3),晴,ダ,1900.0
2023-01-22,7,202307010804,エクロジャイト,イーガン,[西]安田隆行,19.8,0.1561707013433745,3.092179886598815,1,13.0 - 24.3 - 37.9 - 51.4 - 63.9 - 77.2 - 90.4 - 102.8 - 115.4 (37.9-38.2),晴,ダ,1800.0
2023-01-21,10,202310010305,ジューンベロシティ,西谷誠,[西]武英智,19.3,0.3122933204227737,6.027261084159533,1,,晴,障,2860.0
2023-01-21,10,202310010304,グレンガリー,蓑島靖典,[東]萩原清,16.1,0.2930296680209115,4.7177776551366755,1,,晴,障,2860.0
2023-01-14,7,202307010502,シャープソーン,イーガン,[西]西園正都,20.5,0.2164748371268329,4.4377341611000745,1,12.5 - 23.9 - 35.8 - 48.6 - 61.3 - 73.2 - 86.1 (35.8-37.5),小雨,ダ,1400.0
2023-01-14,7,202307010503,ルクスフロンティア,武豊,[西]松永幹夫,14.4,0.2985670215258987,4.299365109972942,1,12.9 - 24.8 - 38.3 - 51.5 - 64.5 - 77.3 - 89.8 - 102.3 - 114.9 (38.3-37.6),小雨,ダ,1800.0
2023-01-09,6,202306010407,デルマタモン,北村宏司,[東]勢司和浩,24.9,0.1264124398305965,3.1476697517818524,1,12.8 - 24.4 - 37.2 - 50.1 - 62.4 - 75.1 - 88.0 - 101.0 - 114.6 (37.2-39.5),晴,ダ,1800.0
2023-01-09,7,202307010402,ワイアウ,吉田隼人,[西]武幸四郎,8.8,0.4332345901199879,3.8124643930558935,1,12.6 - 23.8 - 35.7 - 48.0 - 60.6 - 73.5 (35.7-37.8),晴,ダ,1200.0
2023-01-09,54,202354010902,ディープエコロジー,赤岡修次,[地]平和人,6.3,0.5675471794726701,3.5755472306778215,1,,晴,ダ,1600.0
2023-01-07,55,202355010710,フミタツエンペラー,加茂飛翔,[地]井樋明正,29.8,0.6681633359288184,19.91126741067879,1,,曇,ダ,900.0
2023-01-07,7,202307010203,マサハヤウォルズ,今村聖奈,[西]今野貞一,39.4,0.0817425580471834,3.220656787059026,1,7.2 - 18.9 - 30.3 - 43.4 - 56.1 - 68.9 - 82.4 - 95.9 - 108.9 - 122.5 (30.3-40.1),晴,ダ,1900.0
2023-01-05,55,202355010509,シルクハット,山口勲,[地]九日俊光,15.9,0.2513493436213995,3.996454563580252,1,,晴,ダ,1400.0
2023-01-05,55,202355010507,キクノキング,山下裕貴,[地]矢野久美,16.5,0.4048324237218444,6.679734991410433,1,,晴,ダ,1400.0
